83|94
97|41
97|59
35|79
35|41
35|84
92|57
92|97
92|22
92|23
89|17
89|95
89|14
89|94
89|74
52|39
52|37
52|81
52|97
52|12
52|78
87|35
87|21
87|58
87|13
87|52
87|14
87|53
93|71
93|77
93|12
93|69
93|16
93|94
93|74
93|83
69|47
69|92
69|77
69|28
69|83
69|94
69|42
69|31
69|27
42|23
42|41
42|37
42|86
42|54
42|79
42|81
42|21
42|53
42|75
25|58
25|92
25|53
25|94
25|13
25|12
25|17
25|31
25|19
25|71
25|95
94|87
94|14
94|92
94|35
94|99
94|54
94|27
94|52
94|22
94|24
94|95
94|17
14|86
14|24
14|84
14|99
14|21
14|13
14|39
14|35
14|79
14|54
14|23
14|33
14|53
57|86
57|19
57|16
57|97
57|74
57|81
57|93
57|77
57|78
57|37
57|15
57|67
57|46
57|83
99|41
99|67
99|77
99|89
99|78
99|15
99|81
99|46
99|79
99|97
99|59
99|84
99|83
99|86
99|23
58|75
58|13
58|21
58|95
58|39
58|52
58|42
58|54
58|86
58|93
58|37
58|99
58|53
58|31
58|97
58|22
31|53
31|84
31|95
31|86
31|23
31|93
31|99
31|46
31|21
31|24
31|81
31|57
31|79
31|35
31|97
31|22
31|67
37|19
37|94
37|41
37|59
37|67
37|16
37|14
37|47
37|78
37|12
37|15
37|46
37|75
37|81
37|71
37|89
37|74
37|87
79|81
79|37
79|86
79|94
79|75
79|59
79|47
79|77
79|97
79|16
79|12
79|69
79|78
79|89
79|46
79|57
79|15
79|67
79|41
74|87
74|19
74|42
74|27
74|21
74|24
74|35
74|54
74|22
74|52
74|17
74|84
74|33
74|28
74|58
74|92
74|31
74|71
74|13
74|95
22|86
22|84
22|35
22|41
22|57
22|81
22|69
22|99
22|79
22|37
22|46
22|59
22|67
22|78
22|25
22|23
22|75
22|97
22|77
22|52
22|47
84|75
84|94
84|47
84|25
84|78
84|86
84|67
84|41
84|59
84|69
84|89
84|97
84|77
84|15
84|79
84|81
84|93
84|37
84|46
84|39
84|23
84|12
12|95
12|19
12|53
12|71
12|83
12|31
12|92
12|14
12|74
12|33
12|15
12|24
12|22
12|28
12|16
12|87
12|42
12|58
12|27
12|94
12|17
12|54
12|13
33|99
33|37
33|17
33|22
33|39
33|21
33|42
33|95
33|54
33|53
33|79
33|52
33|93
33|31
33|35
33|75
33|24
33|23
33|84
33|58
33|86
33|13
33|97
33|57
81|94
81|33
81|74
81|14
81|47
81|67
81|19
81|13
81|15
81|27
81|69
81|78
81|16
81|25
81|58
81|87
81|71
81|89
81|92
81|28
81|12
81|83
81|59
81|77
39|57
39|74
39|77
39|46
39|37
39|78
39|41
39|94
39|86
39|93
39|47
39|15
39|75
39|97
39|83
39|25
39|81
39|67
39|69
39|23
39|89
39|12
39|79
39|59
17|53
17|69
17|35
17|41
17|22
17|84
17|78
17|81
17|39
17|21
17|75
17|77
17|57
17|37
17|59
17|67
17|23
17|97
17|46
17|86
17|52
17|79
17|99
17|93
95|97
95|79
95|22
95|17
95|59
95|39
95|69
95|81
95|46
95|41
95|67
95|75
95|86
95|21
95|53
95|23
95|37
95|93
95|99
95|78
95|52
95|57
95|84
95|35
54|75
54|37
54|22
54|67
54|79
54|21
54|53
54|52
54|97
54|99
54|93
54|81
54|23
54|17
54|69
54|84
54|46
54|39
54|86
54|78
54|35
54|95
54|57
54|41
47|83
47|14
47|13
47|28
47|12
47|17
47|71
47|58
47|87
47|74
47|27
47|33
47|92
47|25
47|54
47|16
47|24
47|95
47|94
47|15
47|31
47|42
47|89
47|19
41|16
41|78
41|12
41|87
41|92
41|25
41|89
41|69
41|94
41|46
41|59
41|83
41|15
41|19
41|81
41|67
41|14
41|74
41|33
41|27
41|77
41|28
41|71
41|47
67|71
67|94
67|59
67|15
67|25
67|16
67|69
67|12
67|33
67|13
67|58
67|89
67|87
67|47
67|42
67|92
67|83
67|14
67|27
67|19
67|77
67|78
67|28
67|74
77|14
77|94
77|92
77|13
77|83
77|33
77|24
77|42
77|89
77|16
77|31
77|12
77|19
77|58
77|74
77|87
77|71
77|28
77|27
77|54
77|25
77|15
77|95
77|47
15|53
15|54
15|33
15|87
15|17
15|52
15|74
15|71
15|35
15|58
15|27
15|13
15|14
15|21
15|19
15|94
15|16
15|24
15|22
15|42
15|95
15|28
15|31
15|92
78|42
78|14
78|87
78|28
78|69
78|74
78|16
78|31
78|89
78|83
78|77
78|58
78|92
78|12
78|19
78|27
78|33
78|47
78|71
78|13
78|59
78|15
78|94
78|25
71|33
71|28
71|95
71|86
71|52
71|24
71|92
71|99
71|79
71|22
71|35
71|21
71|39
71|57
71|97
71|31
71|54
71|17
71|42
71|23
71|53
71|13
71|58
71|84
23|47
23|77
23|12
23|25
23|87
23|94
23|78
23|89
23|37
23|75
23|15
23|59
23|16
23|74
23|41
23|81
23|69
23|83
23|93
23|67
23|46
23|27
23|19
23|97
13|37
13|54
13|99
13|17
13|95
13|41
13|75
13|79
13|42
13|57
13|22
13|31
13|97
13|23
13|35
13|39
13|24
13|86
13|46
13|52
13|93
13|84
13|21
13|53
28|37
28|93
28|13
28|21
28|79
28|97
28|39
28|24
28|33
28|42
28|54
28|31
28|23
28|86
28|17
28|35
28|95
28|57
28|58
28|84
28|22
28|99
28|53
28|52
16|27
16|14
16|87
16|92
16|33
16|53
16|39
16|54
16|24
16|22
16|52
16|13
16|71
16|84
16|58
16|21
16|99
16|31
16|95
16|19
16|17
16|42
16|28
16|35
75|69
75|28
75|27
75|25
75|47
75|16
75|19
75|67
75|15
75|59
75|89
75|14
75|46
75|94
75|74
75|12
75|81
75|78
75|41
75|71
75|92
75|77
75|83
75|87
27|17
27|22
27|52
27|33
27|99
27|35
27|54
27|42
27|84
27|79
27|71
27|87
27|53
27|57
27|28
27|58
27|39
27|13
27|24
27|92
27|95
27|21
27|31
27|14
21|78
21|97
21|77
21|86
21|79
21|46
21|69
21|37
21|39
21|81
21|25
21|35
21|59
21|23
21|57
21|84
21|75
21|12
21|47
21|93
21|83
21|99
21|67
21|41
53|75
53|79
53|77
53|52
53|97
53|67
53|81
53|57
53|22
53|47
53|78
53|99
53|86
53|84
53|35
53|37
53|69
53|23
53|46
53|21
53|93
53|41
53|59
53|39
86|94
86|75
86|89
86|25
86|74
86|15
86|93
86|27
86|78
86|81
86|77
86|97
86|59
86|41
86|83
86|37
86|69
86|19
86|16
86|47
86|67
86|23
86|46
86|12
59|92
59|16
59|12
59|83
59|31
59|14
59|25
59|74
59|33
59|28
59|15
59|24
59|94
59|27
59|87
59|58
59|89
59|19
59|54
59|42
59|77
59|13
59|47
59|71
46|16
46|47
46|89
46|74
46|67
46|14
46|19
46|92
46|25
46|94
46|81
46|15
46|71
46|83
46|12
46|28
46|78
46|69
46|58
46|33
46|27
46|77
46|87
46|59
24|79
24|21
24|93
24|78
24|52
24|46
24|17
24|39
24|84
24|67
24|86
24|97
24|53
24|95
24|81
24|22
24|57
24|35
24|75
24|54
24|37
24|99
24|23
24|41
19|42
19|87
19|28
19|39
19|24
19|14
19|54
19|21
19|99
19|31
19|84
19|53
19|95
19|79
19|52
19|17
19|92
19|35
19|33
19|58
19|13
19|71
19|22
19|27
83|42
83|87
83|89
83|53
83|24
83|16
83|52
83|58
83|95
83|54
83|14
83|28
83|31
83|22
83|92
83|74
83|15
83|33
83|19
83|13
83|71
83|17
83|27
97|12
97|19
97|89
97|87
97|75
97|15
97|74
97|81
97|16
97|69
97|47
97|14
97|78
97|46
97|27
97|67
97|94
97|37
97|77
97|83
97|25
97|93
35|77
35|93
35|23
35|78
35|39
35|86
35|89
35|99
35|83
35|46
35|69
35|12
35|57
35|59
35|75
35|67
35|47
35|97
35|81
35|25
35|37
92|53
92|95
92|24
92|42
92|39
92|13
92|79
92|21
92|86
92|58
92|54
92|35
92|33
92|37
92|84
92|99
92|52
92|31
92|17
92|28
89|19
89|24
89|52
89|16
89|15
89|71
89|33
89|27
89|42
89|21
89|53
89|31
89|28
89|58
89|92
89|87
89|13
89|54
89|22
52|77
52|69
52|75
52|86
52|23
52|93
52|46
52|57
52|41
52|84
52|21
52|67
52|25
52|35
52|79
52|99
52|47
52|59
87|39
87|92
87|22
87|54
87|79
87|71
87|84
87|33
87|86
87|95
87|57
87|42
87|99
87|17
87|24
87|28
87|31
93|81
93|25
93|19
93|15
93|92
93|67
93|87
93|27
93|41
93|75
93|89
93|78
93|46
93|59
93|47
93|14
69|15
69|24
69|13
69|14
69|59
69|12
69|25
69|33
69|16
69|58
69|71
69|19
69|87
69|74
69|89
42|39
42|99
42|46
42|57
42|31
42|24
42|17
42|97
42|93
42|95
42|52
42|84
42|22
42|35
25|83
25|89
25|14
25|28
25|87
25|15
25|74
25|16
25|27
25|42
25|33
25|24
25|54
94|19
94|31
94|21
94|42
94|33
94|71
94|58
94|28
94|13
94|53
94|16
94|74
14|42
14|52
14|92
14|58
14|31
14|57
14|95
14|22
14|71
14|17
14|28
57|59
57|12
57|25
57|94
57|47
57|41
57|75
57|89
57|69
57|23
99|69
99|47
99|25
99|57
99|39
99|93
99|37
99|12
99|75
58|79
58|41
58|35
58|17
58|23
58|57
58|24
58|84
31|41
31|54
31|39
31|52
31|17
31|37
31|75
37|69
37|93
37|83
37|25
37|77
37|27
79|25
79|83
79|93
79|23
79|74
74|14
74|99
74|53
74|16
22|93
22|21
22|39
84|57
84|83
12|89
